Date,IBM,AAPL
2006/5/26,18.173,39.585
2006/5/25,18.517,39.638
2006/5/24,18.973,40.294
2006/5/23,18.888,39.654
2006/5/22,18.776,40.269
2006/5/19,18.442,40.017
2006/5/18,17.949,39.51
2006/5/17,17.672,39.64
2006/5/16,17.15,39.55
2006/5/15,17.124,39.244
2006/5/12,17.003,38.991
2006/5/11,16.776,39.174
2006/5/10,16.749,39.36
2006/5/9,16.765,38.967
2006/5/8,16.728,38.72
2006/5/5,16.495,38.74
2006/5/4,16.529,39.016
2006/5/3,16.593,39.619
2006/5/2,16.52,39.735
2006/5/1,16.563,39.501
2006/4/28,16.469,39.492
2006/4/27,16.364,39.786
2006/4/26,16.454,40.097
2006/4/25,16.607,40.42
2006/4/24,16.92,40.614
2006/4/21,17.003,40.261
2006/4/20,17.161,39.717
2006/4/19,17.171,40.9
2006/4/18,17.351,41.119
2006/4/17,17.622,41.467
2006/4/13,17.348,41.294
2006/4/12,17.372,41.41
2006/4/11,17.442,41.373
2006/4/10,17.192,41.442
2006/4/7,16.963,41.638
2006/4/6,16.668,41.67
2006/4/5,16.631,39.84
2006/4/4,16.996,40.315
2006/4/3,17.052,39.943
2006/3/31,17.026,40.335
2006/3/30,17.003,40.542
2006/3/29,17.101,40.786
2006/3/28,17.635,41.634
2006/3/27,17.638,41.738
2006/3/24,17.549,42.184
2006/3/23,17.518,42.009
2006/3/22,17.221,42.014
2006/3/21,17.362,42.172
2006/3/20,17.392,42.059
2006/3/17,17.481,42.095
2006/3/16,17.57,42.139
2006/3/15,17.311,41.984
2006/3/14,17.433,42.054
2006/3/13,17.514,42.37
2006/3/10,17.602,42.506
2006/3/9,17.802,42.286
2006/3/8,17.662,42.067
2006/3/7,17.935,41.836
2006/3/6,18.034,41.851
2006/3/3,17.78,42.249
2006/3/2,17.761,42.045
2006/3/1,17.921,42.169
2006/2/28,17.866,42.66
2006/2/27,17.945,42.956
2006/2/24,17.994,42.763
2006/2/23,18.074,42.614
2006/2/22,17.717,41.904
2006/2/21,17.907,42.681
2006/2/17,17.935,43.731
2006/2/16,18.006,44.466
2006/2/15,17.974,44.971
2006/2/14,18.19,44.756
2006/2/13,18.688,45.633
2006/2/10,18.596,44.322
2006/2/9,18.585,44.446
2006/2/8,18.521,44.177
2006/2/7,18.588,44.067
2006/2/6,18.699,44.162
2006/2/3,18.515,43.541
2006/2/2,18.266,43.636
2006/2/1,17.921,43.283
2006/1/31,18.204,43.448
2006/1/30,18.231,42.881
2006/1/27,18.465,42.986
2006/1/26,18.55,42.837
2006/1/25,18.552,42.71
2006/1/24,18.32,42.898
2006/1/23,18.409,42.631
2006/1/20,18.699,41.666
2006/1/19,18.481,42.663
2006/1/18,18.618,42.717
2006/1/17,19.149,42.48
2006/1/13,19.256,42.093
2006/1/12,19.484,41.913
2006/1/11,19.296,41.709
2006/1/10,19.42,40.643
2006/1/9,19.259,42.698
2006/1/6,18.779,42.304
2006/1/5,19.02,41.974
2006/1/4,19.228,42.483
2006/1/3,19.141,42.656
2005/12/30,19.197,42.309
2005/12/29,18.934,42.319
2005/12/28,18.876,42.327
2005/12/27,18.913,42.267
2005/12/23,18.689,41.926
2005/12/22,18.701,41.815
2005/12/21,18.658,42.084
2005/12/20,18.73,42.12
2005/12/19,18.69,42.685
2005/12/16,18.825,43.068
2005/12/15,18.981,43.114
2005/12/14,19.152,43.21
2005/12/13,18.926,43.007
2005/12/12,18.507,42.938
2005/12/9,18.338,43.028
2005/12/8,18.246,43.386
2005/12/7,17.69,43.458
2005/12/6,17.586,43.373
2005/12/5,17.634,43.1
2005/12/2,17.404,43.026
2005/12/1,17.327,42.43
2005/11/30,17.399,42.375
2005/11/29,17.52,42.261
2005/11/28,17.398,42.139
2005/11/25,17.297,41.659
2005/11/23,17.014,41.567
2005/11/22,17.284,41.794
2005/11/21,17.257,42.172
2005/11/18,17.149,42.463
2005/11/17,17.712,42.129
2005/11/16,17.626,42.224
2005/11/15,17.711,42.529
2005/11/14,17.893,42.847
2005/11/11,17.566,42.663
2005/11/10,17.755,42.673
2005/11/9,18.253,42.469
2005/11/8,18.404,42.757
2005/11/7,18.131,43.013
2005/11/4,18.306,42.472
2005/11/3,18.665,42.028
2005/11/2,18.852,41.798
2005/11/1,18.767,41.507
2005/10/31,18.9,40.969
2005/10/28,19.026,40.538
2005/10/27,18.763,39.951
2005/10/26,18.64,39.189
2005/10/25,18.518,39.409
2005/10/24,18.445,39.696
2005/10/21,18.654,39.516
2005/10/20,18.958,39.625
2005/10/19,18.87,39.726
2005/10/18,18.907,39.575
2005/10/17,19.744,39.665
2005/10/14,19.861,39.586
2005/10/13,19.893,40.063
2005/10/12,19.833,40.656
2005/10/11,19.64,41.018
2005/10/10,19.591,40.759
2005/10/7,19.568,41.926
2005/10/6,19.43,41.803
2005/10/5,19.211,41.441
2005/10/4,19.08,40.659
2005/10/3,18.852,40.457
2005/9/30,18.738,40.26
2005/9/29,18.714,40.295
2005/9/28,18.677,40.442
2005/9/27,19.176,39.416
2005/9/26,19.36,39.266
2005/9/23,19.214,39.335
2005/9/22,19.26,39.248
2005/9/21,19.433,38.769
2005/9/20,18.945,38.258
2005/9/19,18.892,38.299
2005/9/16,18.754,38.817
2005/9/15,18.844,39.28
2005/9/14,18.188,39.197
2005/9/13,18.26,39.552
2005/9/12,18.17,40.155
2005/9/9,18.319,39.971
2005/9/8,18.396,39.899
2005/9/7,18.302,39.865
2005/9/6,18.38,39.995
2005/9/2,18.448,39.886
2005/9/1,18.468,40.141
2005/8/31,18.318,40.482
2005/8/30,18.303,40.711
2005/8/29,17.979,40.539
2005/8/26,17.9,40.703
2005/8/25,17.778,40.885
2005/8/24,17.783,41.034
2005/8/23,17.601,40.567
2005/8/22,17.65,40.157
2005/8/19,17.372,40.3
2005/8/18,17.497,40.522
2005/8/17,17.543,40.061
2005/8/16,17.621,40.015
2005/8/15,17.422,39.126
2005/8/12,17.391,37.605
2005/8/11,17.42,37.434
2005/8/10,17.439,37.332
2005/8/9,17.17,37.319
2005/8/8,17.055,38.249
2005/8/5,16.631,37.704
2005/8/4,16.665,37.672
2005/8/3,16.356,37.549
2005/8/2,16.525,37.653
2005/8/1,16.422,37.726
2005/7/29,16.475,37.542
2005/7/28,16.423,37.573
2005/7/27,16.523,37.63
2005/7/26,16.472,37.812
2005/7/25,16.404,37.667
2005/7/22,16.191,37.574
2005/7/21,16.113,37.463
2005/7/20,16.004,37.112
2005/7/19,16.056,37.065
2005/7/18,17.348,37.506
2005/7/15,17.512,38.004
2005/7/14,17.689,38.369
2005/7/13,17.885,39.614
2005/7/12,18.363,39.889
2005/7/11,18.514,40.483
2005/7/8,18.177,40.359
2005/7/7,18.531,40.991
2005/7/6,18.803,40.363
2005/7/5,19.195,40.955
2005/7/1,19.012,39.981
2005/6/30,18.858,40.1
2005/6/29,18.75,40.4
2005/6/28,18.601,40.156
2005/6/27,18.889,40.191
2005/6/24,18.393,39.977
2005/6/23,18.231,39.715
2005/6/22,17.401,39.98
2005/6/21,17.83,39.678
2005/6/20,17.466,40.363
2005/6/17,17.579,41.014
2005/6/16,17.741,41.087
2005/6/15,17.765,41.601
2005/6/14,17.996,42.138
2005/6/13,17.934,42.201
2005/6/10,18.068,42.732
2005/6/9,18.23,42.434
2005/6/8,18.262,43.023
2005/6/7,18.225,43.834
2005/6/6,18.519,44.288
2005/6/3,18.514,44.189
2005/6/2,18.061,42.076
2005/6/1,18.359,41.977
2005/5/31,18.811,41.927
2005/5/27,18.453,42.581
2005/5/26,18.644,42.483
2005/5/25,18.753,42.321
2005/5/24,18.976,42.337
2005/5/23,19.416,41.742
2005/5/20,19.508,41.961
2005/5/19,19.385,41.894
2005/5/18,19.368,41.507
2005/5/17,20.442,41.768
2005/5/16,20.412,42.022
2005/5/13,20.764,42.638
2005/5/12,20.93,43.633
2005/5/11,20.883,43.818
2005/5/10,20.797,43.676
2005/5/9,20.412,43.572
2005/5/6,20.592,43.905
2005/5/5,20.883,44.329
2005/5/4,20.709,44.225
2005/5/3,21.081,44.499
2005/5/2,21.07,42.472
2005/4/29,21.173,42.735
2005/4/28,20.832,42.972
2005/4/27,20.394,43.974
2005/4/26,20.534,44.788
2005/4/25,21.071,43.824
2005/4/22,21.297,43.952
2005/4/21,21.093,42.51
2005/4/20,22.606,41.053
2005/4/19,20.609,40.291
2005/4/18,20.716,41.554
2005/4/15,20.723,42.088
2005/4/14,18.917,41.884
2005/4/13,18.05,41.884
2005/4/12,17.339,44.084
2005/4/11,17.392,44.934
2005/4/8,17.125,44.568
2005/4/7,16.98,45.212
2005/4/6,16.847,45.154
2005/4/5,16.944,45.728
2005/4/4,16.752,44.652
2005/4/1,16.707,42.965
2005/3/31,16.274,42.355
2005/3/30,16.318,41.517
2005/3/29,16.346,43.004
2005/3/28,16.168,43.173
2005/3/24,16.3,42.732
2005/3/23,16.232,43.08
2005/3/22,15.975,44.69
2005/3/21,15.594,44.119
2005/3/18,15.464,43.142
2005/3/17,15.48,42.903
2005/3/16,15.363,43.929
2005/3/15,15.303,42.34
2005/3/14,15.126,44.611
2005/3/11,15.164,44.602
2005/3/10,14.963,44.484
2005/3/9,14.958,43.936
2005/3/8,15.122,41.626
2005/3/7,15.265,40.719
2005/3/4,15.11,41.291
2005/3/3,15.003,42.233
2005/3/2,14.959,40.125
2005/3/1,14.974,38.3
2005/2/28,15.253,38.94
2005/2/25,15.204,39.825
2005/2/24,15.067,41.006
2005/2/23,15.345,42.26
2005/2/22,15.42,42.933
2005/2/18,15.122,43.086
2005/2/17,15.182,42.75
2005/2/16,15.131,42.121
2005/2/15,15.349,41.379
2005/2/14,15.416,40.64
2005/2/11,15.407,40.701
2005/2/10,15.634,40.943
2005/2/9,15.521,41.135
2005/2/8,15.395,40.692
2005/2/7,15.346,40.747
2005/2/4,15.222,41.276
2005/2/3,15.432,41.575
2005/2/2,15.303,42.108
2005/2/1,15.442,42.189
2005/1/31,15.764,42.318
2005/1/28,16.016,42.405
2005/1/27,16.213,42.426
2005/1/26,16.437,42.484
2005/1/25,16.879,42.281
2005/1/24,17.156,42.517
2005/1/21,17.273,41.968
2005/1/20,17.245,41.356
2005/1/19,17.242,40.65
2005/1/18,17.715,40.533
2005/1/14,17.588,40.281
2005/1/13,17.776,40.202
2005/1/12,17.511,43.265
2005/1/11,17.518,44.366
2005/1/10,17.678,45.081
2005/1/7,17.876,43.526
2005/1/6,17.865,41.63
2005/1/5,17.793,41.525
2005/1/4,17.897,42.249
2005/1/3,17.609,42.71
